Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,253097,-,-,-,34.09,-114.86,-8,311,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Temperature,Pressure,Wind Speed
2015,1,3,1,30,0,0,-38.57782592773435,2.9765258789062727,980.8656005859375,2.371786117553711
2015,1,3,2,30,0,0,-36.73386230468748,2.5627685546875227,980.7938842773438,2.407386064529419
2015,1,3,3,30,0,0,-34.80266418457029,2.1731506347656477,980.978515625,2.454378604888916
2015,1,3,4,30,0,0,-32.607748413085915,1.8232666015625227,981.54052734375,2.4994683265686035
2015,1,3,5,30,0,0,-30.34715881347654,1.5392089843750227,982.209228515625,2.5216073989868164
2015,1,3,6,30,0,0,-31.562994384765602,2.2682434082031477,982.903076171875,2.4275379180908203
2015,1,3,7,30,38,455,-37.4803527832031,4.659234619140648,983.7948608398438,2.0482592582702637
2015,1,3,8,30,65,721,-46.18938293457029,8.046929931640648,984.4498901367188,1.3960436582565308
2015,1,3,9,30,79,834,-55.58975830078123,11.497430419921898,984.4031982421875,0.716298520565033
2015,1,3,10,30,86,887,-62.53522338867185,13.922875976562523,983.878173828125,0.5501055121421814
2015,1,3,11,30,89,906,-66.74220886230466,15.089959716796898,983.14013671875,0.937822163105011
2015,1,3,12,30,88,898,-69.15851440429685,15.415734863281273,982.7640380859375,1.2587320804595947
2015,1,3,13,30,83,862,-69.85054626464841,14.971826171875023,982.8023681640625,1.2973394393920898
2015,1,3,14,30,72,783,-65.5118469238281,13.562402343750023,982.9713134765625,1.085553765296936
2015,1,3,15,30,53,610,-50.64328613281248,11.002984619140648,983.4503173828125,0.6319274306297302
2015,1,3,16,30,13,139,-42.14877929687498,8.845178222656273,984.0633544921875,0.3184058666229248
2015,1,3,17,30,0,0,-42.69133605957029,7.855432128906273,984.7266235351562,0.37473708391189575
2015,1,3,18,30,0,0,-42.18698730468748,7.136376953125023,985.291259765625,0.41087979078292847
2015,1,3,19,30,0,0,-43.234762573242165,6.575006103515648,985.6797485351562,0.38596755266189575
2015,1,3,20,30,0,0,-45.78128662109373,6.099603271484398,986.1046142578125,0.514822781085968
2015,1,3,21,30,0,0,-48.56900634765623,5.658868408203148,986.33740234375,0.732450008392334
2015,1,3,22,30,0,0,-47.72411193847654,5.241418457031273,986.4008178710938,0.8922102451324463
2015,1,3,23,30,0,0,-46.01608886718748,4.857476806640648,986.6084594726562,0.9012704491615295
2015,1,4,0,30,0,0,-44.40788879394529,4.525170898437523,986.86474609375,0.8222072124481201
2015,1,4,1,30,0,0,-42.81572570800779,4.239221191406273,986.9097900390625,0.7781176567077637
2015,1,4,2,30,0,0,-41.1386779785156,3.9649291992187727,986.7095336914062,0.8248551487922668
2015,1,4,3,30,0,0,-39.34721984863279,3.6952453613281477,986.51611328125,0.9663077592849731
2015,1,4,4,30,0,0,-37.448690795898415,3.4524169921875227,986.684814453125,1.1316664218902588
2015,1,4,5,30,0,0,-35.31439819335935,3.2601562500000227,987.2567138671875,1.2006874084472656
2015,1,4,6,30,0,0,-35.40184631347654,4.088952636718773,988.1947631835938,1.2576918601989746
2015,1,4,7,30,38,452,-38.5496887207031,6.690606689453148,989.3313598632812,1.2736047506332397
2015,1,4,8,30,65,718,-46.29514160156248,10.110040283203148,990.229248046875,1.0600160360336304
2015,1,4,9,30,79,831,-57.12827148437498,13.258660888671898,990.306884765625,0.8004683256149292
2015,1,4,10,30,87,885,-63.816244506835915,15.376092529296898,989.321533203125,0.6574949026107788
2015,1,4,11,30,90,905,-66.46983947753904,16.467950439453148,988.0184326171875,0.5457322597503662
2015,1,4,12,30,89,898,-68.0555480957031,16.878015136718773,987.2264404296875,0.3684122562408447
2015,1,4,13,30,83,862,-67.98639526367185,16.442437744140648,986.868408203125,0.48862671852111816
2015,1,4,14,30,94,576,-63.800619506835915,14.968408203125023,986.6915283203125,0.9535878896713257
2015,1,4,15,30,79,73,-55.60477294921873,12.377648925781273,986.7749633789062,1.580291986465454
2015,1,4,16,30,9,0,-51.19896545410154,10.308770751953148,987.214111328125,2.4026451110839844
2015,1,4,17,30,0,0,-50.725180053710915,9.452752685546898,987.5989990234375,2.974376678466797
2015,1,4,18,30,0,0,-49.267721557617165,8.870294189453148,987.7386474609375,3.2145307064056396
2015,1,4,19,30,0,0,-47.690084838867165,8.488183593750023,987.7410888671875,3.443398952484131
2015,1,4,20,30,0,0,-45.83270874023435,8.157067871093773,987.6896362304688,3.6889138221740723
2015,1,4,21,30,0,0,-43.88573303222654,7.750177001953148,987.5122680664062,3.801966667175293
2015,1,4,22,30,0,0,-42.046224975585915,7.299768066406273,987.0528564453125,3.773597240447998
2015,1,4,23,30,0,0,-40.59496154785154,6.932580566406273,986.840087890625,3.7607336044311523
2015,1,5,0,30,0,0,-40.01225891113279,6.749932861328148,986.7332763671875,3.786752700805664
2015,1,5,1,30,0,0,-40.1728576660156,6.711236572265648,986.458251953125,3.701509475708008
2015,1,5,2,30,0,0,-40.38097229003904,6.717340087890648,986.3553466796875,3.5535764694213867
2015,1,5,3,30,0,0,-40.48711242675779,6.741204833984398,986.3436279296875,3.4525294303894043
2015,1,5,4,30,0,0,-40.70616760253904,6.770867919921898,986.5359497070312,3.3367247581481934
2015,1,5,5,30,0,0,-41.16428222656248,6.838922119140648,986.992431640625,3.175046920776367
2015,1,5,6,30,0,0,-44.02959289550779,7.891351318359398,987.5650634765625,3.0144777297973633
2015,1,5,7,30,38,451,-50.0700744628906,10.729211425781273,988.0447998046875,2.7560505867004395
2015,1,5,8,30,65,718,-57.49167480468748,14.197747802734398,988.2222900390625,2.1570355892181396
2015,1,5,9,30,79,833,-66.18205871582029,17.765069580078148,987.7387084960938,1.4036062955856323
2015,1,5,10,30,87,888,-74.13118591308591,20.987878417968773,986.5882568359375,0.8603869676589966
2015,1,5,11,30,90,908,-78.3713439941406,22.750970458984398,985.5746459960938,0.5191339254379272
2015,1,5,12,30,89,903,-79.45624389648435,23.151269531250023,985.0203247070312,0.5094743967056274
2015,1,5,13,30,83,868,-79.11009826660154,22.525689697265648,984.5946655273438,0.9957264065742493
2015,1,5,14,30,73,790,-73.61311950683591,20.755914306640648,984.383544921875,1.7149667739868164
2015,1,5,15,30,54,622,-65.98654785156248,17.881921386718773,984.2491455078125,2.4639644622802734
2015,1,5,16,30,15,162,-63.10956420898435,15.636193847656273,984.103271484375,3.216339349746704
2015,1,5,17,30,0,0,-62.14755859374998,14.605920410156273,984.1219482421875,3.8550758361816406
2015,1,5,18,30,0,0,-59.85965576171873,13.749536132812523,984.1231079101562,4.20491886138916
2015,1,5,19,30,0,0,-56.660360717773415,12.961633300781273,984.2713012695312,4.242399215698242
2015,1,5,20,30,0,0,-53.58452453613279,12.312524414062523,984.3792724609375,4.1324143409729
2015,1,5,21,30,0,0,-50.584555053710915,11.787103271484398,984.4256591796875,3.9373512268066406
2015,1,5,22,30,0,0,-47.15433349609373,11.305780029296898,984.5496826171875,3.6658642292022705
2015,1,5,23,30,0,0,-43.33051147460935,10.824060058593773,984.4842529296875,3.404707908630371
2015,1,6,0,30,0,0,-40.14079895019529,10.411004638671898,984.3939208984375,3.222842216491699
2015,1,6,1,30,0,0,-38.4222473144531,10.142572021484398,984.2991943359375,3.1057288646698
2015,1,6,2,30,0,0,-37.821554565429665,9.985925292968773,984.1835327148438,2.9820666313171387
2015,1,6,3,30,0,0,-38.035665893554665,9.918542480468773,984.0711669921875,2.7865328788757324
2015,1,6,4,30,0,0,-39.221029663085915,9.928338623046898,984.0160522460938,2.5242061614990234
2015,1,6,5,30,0,0,-41.0894836425781,9.994042968750023,984.2920532226562,2.229480266571045
2015,1,6,6,30,0,0,-45.3811096191406,10.988153076171898,984.8568115234375,1.972233772277832
2015,1,6,7,30,38,453,-51.07048645019529,13.745538330078148,985.670166015625,1.7431426048278809
2015,1,6,8,30,65,721,-58.8208068847656,17.066857910156273,986.1253662109375,1.325632095336914
2015,1,6,9,30,79,836,-67.64299621582029,20.311761474609398,985.6905517578125,0.8385477066040039
2015,1,6,10,30,87,891,-73.34486999511716,23.094293212890648,984.738525390625,0.581911563873291
2015,1,6,11,30,90,912,-76.41203918457029,24.515679931640648,983.9061279296875,0.5149720907211304
2015,1,6,12,30,89,907,-77.26450195312498,24.800042724609398,983.1795654296875,0.6074254512786865
2015,1,6,13,30,84,873,-75.99895324707029,24.191644287109398,982.5848999023438,0.8038669228553772
2015,1,6,14,30,73,795,-66.94032897949216,22.443353271484398,982.3787841796875,1.0640645027160645
2015,1,6,15,30,54,628,-57.696005249023415,19.548486328125023,982.4532470703125,1.563377857208252
2015,1,6,16,30,16,174,-54.458334350585915,17.294152832031273,982.5339965820312,2.1440341472625732
2015,1,6,17,30,0,0,-52.32047119140623,16.320062255859398,982.677001953125,2.5049338340759277
2015,1,6,18,30,0,0,-50.564291381835915,15.672723388671898,982.9019775390625,2.6953914165496826
2015,1,6,19,30,0,0,-48.5731262207031,15.211236572265648,983.0442504882812,2.8274075984954834
2015,1,6,20,30,0,0,-47.33002319335935,14.835412597656273,983.1334838867188,2.957012414932251
2015,1,6,21,30,0,0,-46.29279174804685,14.497399902343773,983.0152587890625,3.0640759468078613
2015,1,6,22,30,0,0,-45.205648803710915,14.139245605468773,982.7413330078125,3.119337558746338
2015,1,6,23,30,0,0,-43.66832580566404,13.682061767578148,982.4306640625,3.164865493774414
2015,1,7,0,30,0,0,-41.53024902343748,13.143884277343773,982.1240844726562,3.1597137451171875
2015,1,7,1,30,0,0,-39.15509643554685,12.604516601562523,981.9417724609375,2.998377799987793
2015,1,7,2,30,0,0,-37.02481689453123,12.132318115234398,981.8079833984375,2.7290971279144287
2015,1,7,3,30,0,0,-35.465719604492165,11.784692382812523,981.5614013671875,2.4709129333496094
2015,1,7,4,30,0,0,-34.459188842773415,11.568841552734398,981.5189208984375,2.2895853519439697
2015,1,7,5,30,0,0,-33.86221923828123,11.489831542968773,981.7449340820312,2.2105603218078613
2015,1,7,6,30,0,0,-36.23796691894529,12.432641601562523,982.2830200195312,2.270437717437744
2015,1,7,7,30,38,442,-42.924765014648415,15.110620117187523,982.8868408203125,2.333974838256836
2015,1,7,8,30,96,396,-50.2779602050781,18.357171630859398,983.0479736328125,2.0358543395996094
2015,1,7,9,30,78,821,-57.420675659179665,21.669244384765648,982.563720703125,1.509825348854065
2015,1,7,10,30,86,875,-64.03142395019529,24.796411132812523,981.637939453125,1.0865905284881592
2015,1,7,11,30,157,634,-67.63466491699216,26.536004638671898,981.0120849609375,0.7028179168701172
2015,1,7,12,30,153,631,-68.39267578124998,26.787683105468773,980.5137939453125,0.36439812183380127
2015,1,7,13,30,83,855,-67.37315979003904,26.014855957031273,980.1635131835938,0.25068655610084534
2015,1,7,14,30,73,780,-60.21076049804685,24.127374267578148,980.228759765625,0.46656063199043274
2015,1,7,15,30,54,615,-48.3576721191406,21.170434570312523,980.3251342773438,0.9387091994285583
2015,1,7,16,30,22,0,-46.65325012207029,18.791284179687523,980.5503540039062,1.3940372467041016
2015,1,7,17,30,0,0,-50.50772705078123,17.604028320312523,980.798828125,1.650029182434082
2015,1,7,18,30,0,0,-48.8717102050781,16.854333496093773,980.875244140625,1.5843191146850586
2015,1,7,19,30,0,0,-47.798910522460915,16.488336181640648,980.7528076171875,1.3166627883911133
2015,1,7,20,30,0,0,-47.30773010253904,16.294152832031273,980.4173583984375,1.298072338104248
2015,1,7,21,30,0,0,-47.10942687988279,16.114739990234398,980.030517578125,1.590921401977539
2015,1,7,22,30,0,0,-46.99191894531248,15.987969970703148,979.712158203125,1.9611119031906128
2015,1,7,23,30,0,0,-46.72830810546873,15.943933105468773,979.325439453125,2.312652349472046
2015,1,8,0,30,0,0,-46.074301147460915,15.891961669921898,978.817626953125,2.5467166900634766
2015,1,8,1,30,0,0,-44.46695556640623,15.757714843750023,978.4676513671875,2.6875338554382324
2015,1,8,2,30,0,0,-41.83428039550779,15.556695556640648,978.279541015625,2.9136805534362793
2015,1,8,3,30,0,0,-39.09067382812498,15.347344970703148,978.1463623046875,3.1900787353515625
2015,1,8,4,30,0,0,-36.94083251953123,15.119714355468773,978.0594482421875,3.382425308227539
2015,1,8,5,30,0,0,-35.60733642578123,14.872430419921898,978.1416015625,3.4408531188964844
2015,1,8,6,30,0,0,-36.1256164550781,15.098443603515648,978.7661743164062,3.4506750106811523
2015,1,8,7,30,9,0,-39.65221252441404,16.370812988281273,979.6084594726562,3.3130722045898438
2015,1,8,8,30,67,0,-46.45036926269529,18.635278320312523,980.022216796875,3.0202510356903076
2015,1,8,9,30,154,11,-55.2981018066406,21.349969482421898,979.6597290039062,2.757632255554199
2015,1,8,10,30,183,482,-62.57834472656248,23.536523437500023,978.71142578125,2.369570732116699
2015,1,8,11,30,246,304,-66.78630676269529,24.621179199218773,977.862548828125,1.8359169960021973
2015,1,8,12,30,88,876,-68.75296630859373,24.735589599609398,977.1820068359375,1.4111394882202148
2015,1,8,13,30,83,843,-68.41148986816404,23.984338378906273,976.5208740234375,1.2061388492584229
2015,1,8,14,30,72,766,-64.4688781738281,22.415826416015648,976.2545166015625,1.1770328283309937
2015,1,8,15,30,54,603,-53.77837219238279,20.046807861328148,976.359375,1.2502524852752686
2015,1,8,16,30,23,0,-45.215048217773415,18.086633300781273,976.4696044921875,1.27102792263031
2015,1,8,17,30,0,0,-43.591574096679665,17.073052978515648,976.5660400390625,1.1572883129119873
2015,1,8,18,30,0,0,-45.058737182617165,16.191278076171898,976.8114624023438,0.9797032475471497
2015,1,8,19,30,0,0,-46.742575073242165,15.367913818359398,976.9805908203125,0.7995469570159912
2015,1,8,20,30,0,0,-45.39353027343748,14.655480957031273,976.81005859375,0.7253931760787964
2015,1,8,21,30,0,0,-43.5604309082031,14.047113037109398,976.6163940429688,0.8303617238998413
2015,1,8,22,30,0,0,-41.66901245117185,13.493432617187523,976.3328857421875,1.0783181190490723
2015,1,8,23,30,0,0,-39.46015014648435,12.978784179687523,976.167236328125,1.3660106658935547
2015,1,9,0,30,0,0,-37.015707397460915,12.532189941406273,976.2894287109375,1.5569119453430176
2015,1,9,1,30,0,0,-34.62344970703123,12.156365966796898,976.1635131835938,1.5673620700836182
2015,1,9,2,30,0,0,-32.361654663085915,11.824639892578148,976.0066528320312,1.4446301460266113
2015,1,9,3,30,0,0,-30.318624877929665,11.536981201171898,976.06396484375,1.25828218460083
2015,1,9,4,30,0,0,-28.652929687499977,11.313043212890648,976.21044921875,1.0438079833984375
2015,1,9,5,30,0,0,-27.42265930175779,11.143609619140648,976.6214599609375,0.8475362658500671
2015,1,9,6,30,0,0,-29.315649414062477,11.939385986328148,977.5441284179688,0.8710743188858032
2015,1,9,7,30,37,430,-35.617697143554665,14.361291503906273,978.5316162109375,1.108900547027588
2015,1,9,8,30,64,694,-42.23178710937498,17.422265625000023,979.1129760742188,1.2547097206115723
2015,1,9,9,30,78,807,-47.1240295410156,20.425103759765648,979.0206298828125,1.3472929000854492
2015,1,9,10,30,86,861,-50.853292846679665,22.665093994140648,978.281494140625,1.3748044967651367
2015,1,9,11,30,89,881,-52.79318847656248,23.732110595703148,977.449462890625,1.3074603080749512
2015,1,9,12,30,88,875,-52.092611694335915,23.978295898437523,976.7291259765625,1.2094919681549072
2015,1,9,13,30,83,840,-49.17986145019529,23.426049804687523,976.1307983398438,1.0452460050582886
2015,1,9,14,30,72,763,-44.131185913085915,21.976159667968773,975.894287109375,0.8766392469406128
2015,1,9,15,30,54,601,-36.33385314941404,19.449975585937523,976.1146240234375,0.6985206604003906
2015,1,9,16,30,17,184,-29.266241455078102,17.310449218750023,976.4848022460938,0.5804649591445923
2015,1,9,17,30,0,0,-24.976339721679665,16.319085693359398,976.7325439453125,0.6420465707778931
2015,1,9,18,30,0,0,-21.804769897460915,15.628869628906273,976.719970703125,0.784846842288971
2015,1,9,19,30,0,0,-19.588629150390602,15.122949218750023,976.8223266601562,0.9149045944213867
2015,1,9,20,30,0,0,-17.68504943847654,14.676995849609398,976.8355712890625,1.0733282566070557
2015,1,9,21,30,0,0,-15.854315185546852,14.221582031250023,976.7679443359375,1.225348949432373
2015,1,9,22,30,0,0,-14.152532958984352,13.770593261718773,976.8426513671875,1.3514342308044434
2015,1,9,23,30,0,0,-12.623663330078102,13.361260986328148,976.9728393554688,1.4826593399047852
2015,1,10,0,30,0,0,-11.790991210937477,13.104791259765648,976.9818725585938,1.6227678060531616
2015,1,10,1,30,0,0,-11.684759521484352,13.001214599609398,976.5562744140625,1.7743360996246338
2015,1,10,2,30,0,0,-11.584051513671852,12.899224853515648,976.114013671875,1.9430325031280518
2015,1,10,3,30,0,0,-11.009130859374977,12.751275634765648,975.8743286132812,2.183628559112549
2015,1,10,4,30,0,0,-10.091497802734352,12.600457763671898,975.785400390625,2.516508102416992
2015,1,10,5,30,0,0,-9.390936279296852,12.444177246093773,975.974609375,2.8797218799591064
2015,1,10,6,30,0,0,-11.285070800781227,12.935968017578148,976.4959106445312,3.1762757301330566
2015,1,10,7,30,37,422,-17.286230468749977,14.614434814453148,977.3292846679688,3.1854443550109863
2015,1,10,8,30,63,685,-27.40697326660154,17.174401855468773,977.95849609375,3.123163938522339
2015,1,10,9,30,78,799,-39.0755676269531,19.867333984375023,977.9152221679688,3.2035136222839355
2015,1,10,10,30,85,854,-46.760031127929665,21.877008056640648,977.17431640625,3.190068244934082
2015,1,10,11,30,89,875,-49.4578918457031,23.009088134765648,976.2318115234375,3.043600559234619
2015,1,10,12,30,88,870,-49.5034240722656,23.337426757812523,975.4313354492188,2.8331871032714844
2015,1,10,13,30,83,837,-47.78154602050779,22.856530761718773,974.8485717773438,2.632542133331299
2015,1,10,14,30,72,761,-44.109091186523415,21.506555175781273,974.677734375,2.404280185699463
2015,1,10,15,30,46,624,-37.71416320800779,19.111383056640648,974.9007568359375,2.021533727645874
2015,1,10,16,30,26,0,-31.594259643554665,16.975732421875023,975.4672241210938,1.7255874872207642
2015,1,10,17,30,0,0,-28.041693115234352,15.926782226562523,976.114013671875,1.8024876117706299
2015,1,10,18,30,0,0,-25.506048583984352,15.225061035156273,976.4542236328125,2.123908519744873
2015,1,10,19,30,0,0,-23.724996948242165,14.698937988281273,976.6460571289062,2.3907670974731445
2015,1,10,20,30,0,0,-22.277609252929665,14.215905761718773,976.9566650390625,2.4669690132141113
2015,1,10,21,30,0,0,-21.070959472656227,13.770989990234398,977.098876953125,2.404755115509033
2015,1,10,22,30,0,0,-20.085791015624977,13.374627685546898,977.075927734375,2.2598185539245605
2015,1,10,23,30,0,0,-19.06847229003904,12.908227539062523,977.001220703125,2.11445689201355
2015,1,11,0,30,0,0,-17.998129272460915,12.359490966796898,977.056396484375,2.008847713470459
2015,1,11,1,30,0,0,-17.514364624023415,11.957727050781273,977.0751953125,1.9599584341049194
2015,1,11,2,30,0,0,-17.607824707031227,11.732171630859398,976.7962646484375,1.9609320163726807
2015,1,11,3,30,0,0,-17.517797851562477,11.487939453125023,976.6533203125,1.9753425121307373
2015,1,11,4,30,0,0,-17.269537353515602,11.267999267578148,976.837890625,2.024630546569824
2015,1,11,5,30,0,0,-17.178244018554665,11.162896728515648,977.17041015625,2.1007537841796875
2015,1,11,6,30,0,0,-18.698629760742165,11.672631835937523,977.7198486328125,2.1102027893066406
2015,1,11,7,30,15,0,-22.437200927734352,13.002282714843773,978.443359375,1.9750394821166992
2015,1,11,8,30,119,87,-28.126593017578102,15.095910644531273,978.9788818359375,1.8988662958145142
2015,1,11,9,30,174,303,-34.33853759765623,17.605035400390648,978.838134765625,2.0511538982391357
2015,1,11,10,30,170,534,-38.81712951660154,19.559014892578148,978.09912109375,2.243093490600586
2015,1,11,11,30,89,874,-41.5361389160156,20.657647705078148,977.403564453125,2.277655601501465
2015,1,11,12,30,164,592,-42.455953979492165,20.960473632812523,976.918701171875,2.1646251678466797
2015,1,11,13,30,127,0,-40.9953674316406,20.476922607421898,976.5377197265625,2.002962589263916
2015,1,11,14,30,103,0,-37.58568420410154,19.438897705078148,976.451171875,1.78891921043396
2015,1,11,15,30,4,0,-32.836264038085915,17.987847900390648,976.866943359375,1.4425288438796997
2015,1,11,16,30,8,0,-28.439855957031227,16.799554443359398,977.549072265625,1.0817592144012451
2015,1,11,17,30,0,0,-25.411886596679665,16.233941650390648,978.009765625,0.9426052570343018
2015,1,11,18,30,0,0,-23.041845703124977,15.842706298828148,978.38720703125,0.9882708787918091
2015,1,11,19,30,0,0,-21.455648803710915,15.581079101562523,978.8995361328125,1.0894951820373535
2015,1,11,20,30,0,0,-20.027182006835915,15.378472900390648,979.500732421875,1.184328556060791
2015,1,11,21,30,0,0,-18.328344726562477,15.140069580078148,979.9599609375,1.23358154296875
2015,1,11,22,30,0,0,-16.658239746093727,14.870263671875023,980.1917724609375,1.265886902809143
